work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Analytics Engineer,225700.0,US,100.0,US,M
2023,EX,FT,Machine Learning Engineer,314800.0,CA,0.0,US,M
2020,SE,FL,Data Analyst,117500.0,CA,0.0,CA,M
2023,MI,FT,AI Engineer,213500.0,CA,100.0,CA,L
2023,MI,FT,AI Engineer,81400.0,PL,50.0,PL,M
2023,MI,FT,Data Engineer,160400.0,US,50.0,US,L
2023,EX,FT,Data Engineer,294300.0,US,100.0,US,S
2024,MI,FT,Research Scientist,193900.0,US,0.0,US,L
2022,SE,FT,Data Science Manager,238600.0,US,100.0,US,M
2022,EX,FT,Data Engineer,341600.0,US,100.0,US,M
2023,MI,FT,Business Intelligence Analyst,127600.0,US,50.0,US,M
2024,EN,FT,Data Analyst,80200.0,US,50.0,US,S
2024,SE,FT,Business Intelligence Analyst,125000.0,IN,50.0,NL,M
2023,MI,PT,AI Engineer,54100.0,JP,0.0,JP,S
2022,SE,FT,Analytics Engineer,178000.0,US,0.0,US,M
2021,EN,FT,Business Intelligence Analyst,69200.0,US,0.0,US,L
2023,SE,FT,Data Scientist,278800.0,US,50.0,US,M
2024,MI,FT,AI Engineer,170600.0,US,50.0,US,S
2023,EX,FT,Machine Learning Engineer,276100.0,US,0.0,US,S
2022,EX,FT,Research Scientist,241100.0,CA,100.0,CA,M
2022,SE,FT,Data Architect,241000.0,CH,100.0,US,M
2024,EN,FT,Data Scientist,111600.0,DE,0.0,DE,L
2024,SE,FT,AI Engineer,181300.0,GB,0.0,GB,M
2023,SE,FT,Data Engineer,191000.0,US,100.0,US,M
2021,SE,FT,Data Scientist,188800.0,PL,100.0,US,M
2020,EN,FT,Data Engineer,43000.0,NL,50.0,NL,M
2024,EX,FT,Machine Learning Engineer,555600.0,US,0.0,US,M
2021,MI,FT,Data Scientist,155200.0,GB,100.0,GB,M
2023,EN,FT,Machine Learning Engineer,99100.0,CA,50.0,CA,L
2023,EN,FT,Analytics Engineer,73300.0,US,0.0,US,M
2024,EX,FT,Business Intelligence Analyst,184700.0,SG,0.0,SG,L
2024,MI,FT,Data Engineer,115000.0,DE,0.0,DE,M
2023,MI,FT,Machine Learning Engineer,180400.0,US,0.0,US,L
2023,EX,FT,Data Analyst,200100.0,US,,US,S
2022,MI,FT,Data Scientist,161300.0,US,0.0,US,M
2021,SE,FT,Machine Learning Engineer,125600.0,FR,0.0,FR,M
2023,SE,FT,Machine Learning Engineer,308100.0,US,50.0,US,M
2024,MI,FT,Data Engineer,80900.0,IN,50.0,IN,M
2022,MI,FT,Machine Learning Engineer,171000.0,US,100.0,US,L
2024,MI,CT,Machine Learning Engineer,150200.0,GB,0.0,US,M
2023,SE,FT,Data Analyst,41500.0,BR,100.0,BR,S
2022,EN,FT,Data Scientist,98600.0,US,50.0,US,M
2024,EX,FT,Data Analyst,82500.0,IN,50.0,IN,M
2023,SE,FT,Data Scientist,83800.0,PT,0.0,PT,M
2021,EN,FT,Data Architect,76200.0,US,0.0,US,L
2024,EN,FL,Data Engineer,107200.0,US,0.0,US,M
2021,SE,FT,Data Scientist,158100.0,CA,0.0,CA,L
2023,SE,FT,Business Intelligence Analyst,126500.0,US,0.0,US,M
2022,EX,FT,Data Scientist,201600.0,NL,100.0,NL,L
2023,SE,FT,Machine Learning Engineer,246700.0,US,50.0,US,M
2023,SE,FT,Data Science Manager,217700.0,US,0.0,US,M
2024,EN,FT,Data Scientist,109500.0,US,0.0,US,S
2023,EX,FT,Machine Learning Engineer,288500.0,US,50.0,US,S
2021,MI,FT,Data Architect,175200.0,US,0.0,US,M
2023,SE,FT,Data Engineer,209400.0,US,0.0,US,M
2023,SE,FT,Data Analyst,63800.0,US,100.0,IN,L
2022,SE,FT,Data Engineer,128100.0,US,100.0,NL,M
2024,MI,FT,Data Scientist,153400.0,US,100.0,US,S
2024,EN,FT,Research Scientist,92100.0,CH,0.0,CH,M
2021,MI,FT,Data Scientist,101300.0,GB,100.0,GB,M
2023,MI,FT,Research Scientist,151900.0,US,50.0,US,M
2021,SE,FT,Data Analyst,143400.0,US,0.0,US,L
2022,MI,FT,Data Analyst,27100.0,BR,0.0,BR,S
2022,SE,FT,Data Engineer,120200.0,US,50.0,US,M
2021,MI,FT,Analytics Engineer,92400.0,US,0.0,US,S
2024,MI,FT,Data Science Manager,235000.0,US,50.0,US,M
2022,SE,FT,Data Engineer,180500.0,US,100.0,US,M
2021,EN,FT,Data Engineer,109300.0,US,0.0,US,M
2022,MI,FT,Data Engineer,203200.0,US,0.0,US,L
2021,SE,FT,Data Architect,246900.0,US,100.0,US,M
2021,MI,FT,Business Intelligence Analyst,83500.0,GB,50.0,GB,
2022,MI,FT,Data Scientist,190100.0,US,100.0,US,M
2024,SE,FL,Data Analyst,47200.0,IN,100.0,IN,M
2024,MI,FT,Research Scientist,208500.0,US,0.0,US,M
2024,EN,FT,Data Architect,99800.0,GB,50.0,GB,M
2023,EN,FT,Data Scientist,108600.0,US,0.0,CA,L
2024,EN,FT,Data Engineer,102500.0,US,0.0,US,M
2023,MI,FT,Data Engineer,103300.0,DE,100.0,DE,S
2024,EX,FT,Data Scientist,181300.0,GB,0.0,GB,S
2022,EN,FT,Analytics Engineer,96200.0,US,0.0,CA,L
2023,SE,FT,Data Engineer,172500.0,US,100.0,US,L
2024,EN,FT,Business Intelligence Analyst,74700.0,DE,0.0,DE,L
2024,MI,FT,Data Architect,102900.0,ES,50.0,ES,L
2023,EN,FT,Business Intelligence Analyst,120400.0,US,100.0,US,L
2023,MI,FT,Data Scientist,147000.0,US,100.0,US,M
2024,EN,FT,Research Scientist,116400.0,US,0.0,US,M
2022,SE,FT,Data Science Manager,186600.0,DE,0.0,DE,S
2024,SE,FT,Data Architect,307600.0,US,0.0,US,L
2023,SE,FT,Data Engineer,256000.0,US,0.0,US,M
2024,MI,FT,Analytics Engineer,91600.0,CA,50.0,CA,S
2024,EN,FT,Data Engineer,128200.0,US,100.0,US,M
2024,MI,FT,Data Analyst,96400.0,US,50.0,US,M
2023,MI,FT,Data Analyst,67400.0,ES,100.0,ES,S
2022,EN,FT,Data Analyst,72400.0,US,100.0,US,L
2023,EX,FT,Research Scientist,335700.0,US,100.0,US,M
2024,SE,FT,Data Analyst,103100.0,GB,0.0,GB,M
2022,SE,FT,Data Analyst,197300.0,US,100.0,US,S
2022,MI,FT,Data Scientist,182000.0,US,100.0,US,S
2024,EN,FT,Data Scientist,108400.0,US,50.0,US,L
2022,MI,CT,Research Scientist,150700.0,US,50.0,US,M
2023,MI,FT,Data Architect,78000.0,PL,0.0,PL,L
2022,SE,FT,Data Analyst,101000.0,DE,0.0,DE,M
2024,EN,CT,Data Engineer,128900.0,US,100.0,US,L
2024,MI,FT,Data Analyst,130700.0,US,50.0,US,L
2022,EN,FT,Data Science Manager,25700.0,BR,0.0,BR,S
2021,EX,FT,Data Scientist,253600.0,GB,50.0,GB,M
2023,EN,FT,Data Architect,137600.0,US,100.0,US,M
2024,MI,FT,Data Engineer,153500.0,US,0.0,US,M
2022,MI,FT,Machine Learning Engineer,139100.0,GB,50.0,GB,S
2024,MI,FT,Data Architect,131800.0,DE,0.0,DE,L
2022,EN,FT,Data Scientist,114700.0,US,100.0,US,L
2022,MI,FT,Data Scientist,164800.0,US,100.0,US,M
2023,MI,FT,Data Scientist,132700.0,GB,0.0,GB,M
2023,EX,FT,Machine Learning Engineer,110100.0,ES,0.0,IN,L
2021,EN,FT,Analytics Engineer,89700.0,US,100.0,US,L
2021,SE,FT,Machine Learning Engineer,142800.0,US,100.0,US,M
2022,SE,FT,Machine Learning Engineer,227700.0,CH,0.0,CH,S
2024,SE,FT,Data Engineer,211200.0,US,100.0,US,M
2023,MI,FT,Data Analyst,90900.0,US,0.0,GB,M
2021,SE,FT,Data Scientist,188400.0,CA,0.0,CA,L
2024,MI,FT,Machine Learning Engineer,154200.0,GB,0.0,US,M
2024,SE,FT,Data Analyst,156900.0,US,50.0,US,L
2021,EX,FL,Analytics Engineer,178500.0,NL,0.0,NL,L
2023,EN,FT,Data Engineer,37100.0,PT,50.0,PT,M
2022,EX,FT,Data Scientist,270500.0,CA,100.0,CA,M
2023,MI,FT,Data Architect,147600.0,US,0.0,US,S
2022,SE,FT,Analytics Engineer,198900.0,US,0.0,US,L
2021,SE,FT,Data Analyst,73700.0,ES,0.0,ES,S
2021,MI,FT,Data Engineer,134400.0,DE,100.0,DE,L
2021,MI,FT,Data Architect,148100.0,US,0.0,US,M
2023,SE,FT,data analyst,116300.0,GB,100.0,GB,M
2023,SE,FT,Analytics Engineer,237100.0,US,0.0,US,L
2024,MI,FT,Data Engineer,168000.0,US,100.0,NL,M
2023,EN,FT,AI Engineer,,US,0.0,US,S
2022,SE,FT,Analytics Engineer,235600.0,US,100.0,US,M
2020,SE,FT,Data Analyst,148500.0,US,0.0,US,M
2023,SE,FT,Data Scientist,279100.0,US,0.0,US,M
2024,MI,FT,Business Intelligence Analyst,106200.0,DE,0.0,DE,L
2022,MI,FT,Data Scientist,137300.0,CA,50.0,CA,L
2023,SE,FT,Data Engineer,191000.0,US,100.0,US,S
2021,SE,FT,Data Analyst,114900.0,AU,100.0,AU,M
2023,SE,FT,Data Analyst,139000.0,CA,0.0,CA,L
2022,EN,FT,Data Engineer,109900.0,US,100.0,US,M
2023,SE,FT,Business Intelligence Analyst,123000.0,GB,0.0,GB,L
2023,SE,FT,Data Engineer,224100.0,US,50.0,US,L
2024,SE,CT,Data Engineer,279600.0,AU,50.0,US,M
2023,MI,FT,Data Scientist,234300.0,US,100.0,US,M
2024,MI,FT,Analytics Engineer,144500.0,CA,50.0,CA,L
2023,SE,FT,Research Scientist,224200.0,US,0.0,US,M
2023,EX,FT,Data Architect,395500.0,US,50.0,US,L
2021,SE,FT,Data Engineer,163200.0,DE,0.0,US,L
2022,SE,FT,Data Scientist,202400.0,US,50.0,CA,M
2023,MI,FT,Machine Learning Engineer,97300.0,PT,100.0,PT,L
2024,MI,FT,Analytics Engineer,166800.0,US,0.0,US,L
2021,SE,FT,Data Scientist,225100.0,CA,100.0,CA,L
2023,MI,FT,Analytics Engineer,94100.0,GB,100.0,GB,M
2022,SE,FT,AI Engineer,72400.0,BR,0.0,BR,M
2024,SE,FT,Data Engineer,203000.0,US,0.0,US,S
2024,EX,FT,Data Engineer,307800.0,US,0.0,US,L
2022,SE,FT,Machine Learning Engineer,257500.0,US,100.0,US,M
2024,SE,FT,Data Engineer,243900.0,US,100.0,US,M
2021,SE,FT,Data Engineer,156100.0,US,100.0,US,S
2024,SE,FT,Data Scientist,166100.0,US,0.0,US,M
2021,EN,FT,Data Analyst,76200.0,US,100.0,US,S
2023,SE,FT,Data Analyst,120700.0,US,0.0,US,L
2020,SE,FT,Machine Learning Engineer,210900.0,US,0.0,US,S
2021,MI,FT,Data Scientist,88300.0,GB,0.0,GB,M
2023,MI,FT,Machine Learning Engineer,121100.0,DE,0.0,DE,M
2024,EN,FT,Data Scientist,103100.0,US,100.0,US,M
2022,EN,FT,Data Engineer,94400.0,CH,100.0,CH,M
2024,MI,FT,Machine Learning Engineer,114000.0,FR,100.0,FR,S
2021,SE,FT,Analytics Engineer,115400.0,GB,100.0,GB,M
2021,MI,FT,Data Analyst,51400.0,US,100.0,JP,M
2020,SE,FT,Data Analyst,128600.0,US,0.0,US,L
2023,EN,FT,Data Science Manager,98600.0,US,0.0,US,M
2023,MI,FT,Data Engineer,104000.0,JP,100.0,JP,L
2023,SE,FT,Research Scientist,172300.0,GB,100.0,GB,M
2024,SE,FT,Analytics Engineer,260100.0,US,0.0,US,M
2022,EN,FT,Machine Learning Engineer,110500.0,CA,50.0,US,M
2024,MI,FT,Data Scientist,171000.0,US,0.0,US,L
2021,SE,FT,Data Analyst,119900.0,US,0.0,US,
2024,SE,PT,Research Scientist,111000.0,US,100.0,US,M
2020,SE,FT,Data Analyst,153700.0,US,0.0,US,M
2023,MI,FT,Data Architect,215400.0,US,50.0,US,M
2023,SE,FT,Data Engineer,176000.0,US,0.0,US,M
2023,MI,FT,Data Scientist,135400.0,DE,100.0,DE,L
2024,MI,FT,Data Scientist,108500.0,NL,50.0,NL,M
2023,SE,FT,Data Scientist,162200.0,DE,0.0,DE,M
2022,SE,FT,Data Analyst,163400.0,US,100.0,AU,L
2022,MI,FT,Research Scientist,148000.0,US,100.0,US,M
2020,SE,FT,Data Architect,135000.0,NL,0.0,NL,M
2024,SE,FT,Data Engineer,213600.0,US,0.0,US,L
2023,MI,FT,Machine Learning Engineer,189200.0,US,0.0,US,L
2024,MI,FT,Data Engineer,121200.0,GB,0.0,GB,S
2023,SE,CT,Data Analyst,133200.0,GB,0.0,GB,L
2024,MI,FT,Data Analyst,87400.0,DE,0.0,DE,M
2024,SE,FT,Data Analyst,107700.0,DE,0.0,DE,M
2024,EN,FT,Data Engineer,151300.0,US,100.0,US,M
2022,SE,FT,Data Scientist,269000.0,US,50.0,US,S
2024,MI,FT,Data Analyst,143700.0,US,50.0,US,M
2024,EN,FT,Data Science Manager,94000.0,DE,50.0,DE,L
2024,SE,FT,Research Scientist,275700.0,US,50.0,US,M
2024,EX,FT,Data Analyst,211300.0,US,100.0,US,M
2023,MI,FT,Data Analyst,42000.0,IN,100.0,IN,M
2023,EX,FT,AI Engineer,394500.0,US,0.0,US,M
2022,EN,CT,Data Analyst,87200.0,US,0.0,US,M
2023,SE,FT,Data Engineer,213600.0,US,0.0,US,M
2023,MI,FT,Analytics Engineer,107700.0,US,0.0,US,S
2021,SE,FT,Data Engineer,246800.0,US,100.0,US,L
2022,MI,FT,Research Scientist,153800.0,US,0.0,US,S
2023,SE,FT,Data Analyst,145400.0,US,0.0,US,M
2022,MI,FT,Data Engineer,47000.0,IN,0.0,IN,L
2024,MI,FT,Business Intelligence Analyst  ,117700.0,US,100.0,US,S
2023,EN,FT,Machine Learning Engineer,93900.0,CA,0.0,CA,L
2023,EN,FT,Data Engineer,99200.0,US,100.0,US,L
2023,MI,FT,Data Scientist,152100.0,US,0.0,US,L
2023,SE,FT,Machine Learning Engineer,166700.0,SG,0.0,SG,M
2022,SE,FT,Data Science Manager,217600.0,US,0.0,US,M
2022,EN,FT,Data Analyst,53200.0,FR,50.0,FR,M
2023,SE,FT,Data Engineer,122700.0,NL,0.0,NL,M
2024,MI,FT,Data Scientist,101700.0,FR,0.0,FR,M
2022,SE,FT,Data Analyst,79100.0,FR,0.0,FR,S
2023,SE,FT,Data Scientist,220200.0,IN,0.0,US,L
2021,EN,FT,Data Analyst,19100.0,IN,100.0,IN,M
2024,EX,FT,Data Engineer,246100.0,PL,0.0,DE,M
2024,EX,FT,AI Engineer,347100.0,US,0.0,US,S
2021,SE,FT,Business Intelligence Analyst,96200.0,ES,100.0,GB,L
2024,SE,FT,Data Engineer,179500.0,CA,50.0,CA,M
2022,SE,FT,Research Scientist,197300.0,US,0.0,US,L
2020,MI,CT,Research Scientist,123000.0,US,0.0,US,M
2023,SE,FT,Machine Learning Engineer,163800.0,US,,DE,L
2022,SE,FT,Data Analyst,39300.0,IN,0.0,IN,M
2023,SE,FT,Business Intelligence Analyst,80500.0,ES,100.0,ES,S
2022,MI,FT,AI Engineer,143100.0,US,50.0,US,S
2021,EN,FT,Data Scientist,48300.0,FR,50.0,FR,S
2022,MI,FT,Machine Learning Engineer,105300.0,GB,0.0,GB,S
2023,EN,FT,Machine Learning Engineer,155100.0,US,0.0,US,M
2023,EN,FT,Data Engineer,109700.0,US,0.0,US,M
2024,SE,FT,Data Analyst,63800.0,IN,0.0,IN,
2024,EN,FT,Research Scientist,104000.0,US,0.0,US,S
2021,SE,FT,Data Analyst,171700.0,US,100.0,US,M
2022,EX,FT,Data Scientist,290600.0,US,50.0,US,M
2024,EX,FT,Data Engineer,240200.0,GB,0.0,GB,L
2022,EN,FT,Data Engineer,87100.0,US,100.0,US,S
2024,MI,FT,Research Scientist,186800.0,US,50.0,US,L
2024,MI,FT,Data Engineer,221400.0,US,0.0,US,M
2023,MI,FT,Machine Learning Engineer,217000.0,US,100.0,US,M
2023,SE,FT,Research Scientist,175500.0,US,100.0,US,M
2021,MI,FT,Data Analyst,87700.0,CA,100.0,CA,S
2023,MI,FT,Data Engineer,133800.0,US,0.0,US,M
2021,SE,FT,Analytics Engineer,148200.0,US,0.0,US,M
2023,MI,FT,Data Scientist,168800.0,US,0.0,US,L
2024,EX,FT,Data Engineer,238000.0,FR,100.0,FR,M
2020,SE,FT,Machine Learning Engineer,198200.0,US,100.0,US,M
2022,SE,FT,Research Scientist,160300.0,CA,0.0,CA,M
2023,SE,FT,Data Analyst,147400.0,US,0.0,US,L
2024,EX,FT,Data Engineer,231600.0,FR,0.0,FR,M
2024,SE,FT,Analytics Engineer,183300.0,US,0.0,US,L
2023,SE,FT,Data Architect,257600.0,US,0.0,US,M
2021,SE,FT,Data Scientist,223300.0,CH,0.0,CH,M
2023,EX,FT,Data Scientist,99700.0,GB,0.0,IN,M
2023,SE,FT,Data Engineer,178900.0,DE,0.0,DE,M
2024,SE,FT,Data Engineer,76800.0,IN,0.0,IN,M
2020,MI,FT,Data Engineer,145000.0,US,100.0,US,M
2023,SE,FT,Data Engineer,235900.0,US,100.0,US,L
2021,EN,FT,Data Scientist,50200.0,DE,,DE,S
2023,EN,PT,Analytics Engineer,46400.0,US,50.0,US,M
2022,MI,FT,Analytics Engineer,178200.0,US,100.0,US,
2022,SE,FT,Data Scientist,250500.0,US,100.0,US,M
2022,SE,FT,Business Intelligence Analyst,172200.0,US,100.0,US,M
2022,SE,FT,AI Engineer,150900.0,FR,0.0,FR,M
2022,EN,FL,Data Analyst,52700.0,US,0.0,US,M
2024,MI,FT,Data Analyst,147500.0,US,50.0,US,M
2022,SE,FT,AI Engineer,338400.0,US,0.0,US,L
2024,SE,FT,Data Scientist,161600.0,US,50.0,US,S
2023,SE,FT,Machine Learning Engineer,218100.0,US,100.0,US,M
2022,SE,FT,Data Scientist,199500.0,US,0.0,US,M
2022,MI,FT,Machine Learning Engineer,263300.0,US,100.0,US,M
2021,MI,FT,Analytics Engineer,158000.0,US,100.0,US,M
2021,SE,FT,Data Engineer,165100.0,GB,0.0,GB,M
2024,MI,FT,Data Analyst,153600.0,US,100.0,US,M
2020,SE,FT,Data Engineer,102600.0,DE,0.0,DE,M
2023,MI,FT,Data Science Manager,198400.0,AU,50.0,AU,L
2022,EX,FT,Data Analyst,176800.0,US,100.0,US,M
2024,MI,FT,Data Scientist,160100.0,US,0.0,US,M
2022,SE,FT,Analytics Engineer,151900.0,US,0.0,NL,M
2023,MI,FT,Data Scientist,63500.0,IN,0.0,IN,M
2023,SE,FT,Data Scientist,141600.0,FR,0.0,FR,S
2024,EN,FL,Analytics Engineer,103400.0,US,0.0,US,M
2024,SE,FT,Business Intelligence Analyst,70100.0,IN,50.0,IN,M
2021,MI,FT,Data Architect,135900.0,GB,0.0,GB,M
2024,SE,FT,Data Analyst,145900.0,GB,50.0,GB,M
2023,EN,FT,Data Engineer,52800.0,DE,100.0,DE,S
2024,MI,FT,Data Analyst,117200.0,US,0.0,US,S
2022,MI,FT,Data Analyst,31800.0,BR,0.0,BR,M
2024,EX,FT,Business Intelligence Analyst,262900.0,US,0.0,US,L
2020,SE,FT,Machine Learning Engineer,142500.0,CA,0.0,CA,M
2024,SE,FT,Analytics Engineer,97600.0,PT,0.0,PT,M
2024,SE,FT,Data Analyst,171400.0,NL,100.0,CA,M
2024,SE,FT,Data Analyst,149600.0,FR,0.0,CA,L
2024,SE,FT,Data Science Manager,274500.0,US,50.0,US,L
2023,SE,FT,Data Analyst,215500.0,US,50.0,US,M
2023,SE,FT,Data Analyst,163900.0,US,50.0,US,M
2023,MI,FT,Data Scientist,62200.0,IN,100.0,IN,L
2024,MI,FT,Data Architect,164400.0,US,0.0,US,S
2021,MI,FT,Data Architect,49800.0,IN,100.0,IN,M
2021,SE,FT,Business Intelligence Analyst,124200.0,US,0.0,US,M
2023,MI,FT,Business Intelligence Analyst,134300.0,US,100.0,US,M
2021,SE,FT,Data Engineer,191100.0,US,100.0,US,M
2022,EX,FT,Data Scientist,115100.0,IN,100.0,IN,M
2024,MI,FT,Data Science Manager,149400.0,GB,0.0,GB,L
2021,MI,FT,Data Scientist,116700.0,CA,100.0,CA,L
2023,EN,FT,Machine Learning Engineer,89100.0,CA,50.0,CA,M
2024,SE,FT,AI Engineer,262100.0,CA,100.0,CA,L
2024,EN,FT,Data Analyst,64700.0,GB,100.0,GB,L
2024,MI,FT,Machine Learning Engineer,245300.0,US,50.0,US,M
2021,SE,FT,Data Analyst,101700.0,US,100.0,US,S
2024,SE,FL,Data Engineer,148600.0,FR,0.0,FR,M
2024,SE,FT,Business Intelligence Analyst,55400.0,IN,0.0,IN,M
2023,SE,FT,Data Analyst,167000.0,US,100.0,US,L
2022,SE,FT,Machine Learning Engineer,217200.0,US,100.0,US,L
2024,MI,FT,Data Analyst,112700.0,US,100.0,US,M
2024,SE,FT,Research Scientist,269600.0,US,0.0,US,S
2023,SE,FT,Analytics Engineer,111600.0,DE,0.0,ES,L
2023,EN,FT,Data Analyst,60700.0,NL,100.0,NL,M
2024,SE,FT,Machine Learning Engineer,173300.0,DE,100.0,DE,M
2024,MI,FT,Data Analyst,164200.0,US,50.0,US,L
2024,SE,FT,Analytics Engineer,184000.0,CA,100.0,CA,S
2024,EX,FT,Data Scientist,238000.0,CA,0.0,CA,M
2023,SE,FT,Business Intelligence Analyst,151200.0,US,0.0,US,L
2020,MI,FT,Data Analyst,95800.0,US,100.0,US,S
2021,EN,FT,Analytics Engineer,84800.0,US,0.0,US,M
2023,MI,PT,Data Scientist,109600.0,US,50.0,US,L
2023,EX,FT,Data Scientist,274900.0,AU,0.0,AU,
2021,SE,FT,Data Analyst,170400.0,US,100.0,US,L
2024,MI,FT,Business Intelligence Analyst,83900.0,FR,0.0,FR,L
2022,EN,FT,Research Scientist,44000.0,BR,100.0,BR,L
2023,SE,FT,Data Scientist,204300.0,CA,0.0,US,M
2024,SE,FT,Data Analyst,185600.0,US,50.0,US,L
2021,SE,FT,Analytics Engineer,211300.0,CH,100.0,CH,L
2024,EN,FT,Data Scientist,117100.0,US,0.0,US,M
2024,EX,FT,Data Engineer,354100.0,US,50.0,US,L
2023,EN,FT,Data Analyst,55700.0,DE,0.0,DE,L
2023,SE,FT,Data Engineer,220100.0,US,100.0,US,L
2024,EN,FT,Data Scientist,107600.0,US,100.0,US,S
2021,EN,FT,Data Scientist,55000.0,NL,100.0,NL,S
2022,SE,FL,Analytics Engineer,157900.0,US,100.0,US,M
2023,SE,FT,Data Analyst,121600.0,GB,100.0,GB,L
2024,MI,FT,Machine Learning Engineer,222400.0,US,50.0,US,S
2023,EN,FT,Data Scientist,68000.0,GB,100.0,GB,S
2023,EX,FT,Data Analyst,181600.0,GB,0.0,GB,L
2023,SE,FT,Data Scientist,268000.0,US,50.0,US,M
2024,EN,FT,Data Scientist,114300.0,US,0.0,US,M
2024,SE,FT,Machine Learning Engineer,321400.0,US,100.0,US,S
2020,MI,FT,Data Scientist,155700.0,US,50.0,US,M
2023,EN,PT,Research Scientist,52500.0,SG,100.0,SG,M
2020,EN,FT,Machine Learning Engineer,83000.0,CA,100.0,US,M
2022,EX,FT,Data Engineer,143100.0,ES,50.0,ES,M
2024,EX,FT,Business Intelligence Analyst,258300.0,US,0.0,US,L
2022,EN,FT,Data Analyst,24200.0,US,0.0,PT,
2024,EN,FT,Data Analyst,96500.0,US,50.0,US,M
2022,EN,FT,Data Engineer,112400.0,US,100.0,US,M
2022,MI,FT,Machine Learning Engineer,194600.0,US,100.0,US,M
2023,MI,FT,Data Analyst,62100.0,PT,50.0,PT,L
2024,SE,FT,Analytics Engineer,188500.0,US,50.0,US,S
2024,SE,FT,Machine Learning Engineer,315900.0,US,100.0,US,L
2022,EX,FT,Machine Learning Engineer,271700.0,US,100.0,US,M
2022,SE,FT,Data Scientist,171900.0,CA,100.0,CA,S
2023,MI,FT,Business Intelligence Analyst,103100.0,DE,100.0,DE,M
2024,SE,FT,Machine Learning Engineer,168900.0,NL,100.0,NL,M
2020,SE,FT,Business Intelligence Analyst,171300.0,US,0.0,US,L
2023,SE,FT,Data Analyst,139100.0,CA,0.0,CA,L
2023,MI,FT,Data Analyst,87800.0,US,0.0,US,L
2021,MI,FT,AI Engineer,109200.0,US,0.0,ES,L
2023,SE,FT,Data Analyst,117100.0,US,0.0,US,M
2024,MI,FT,Data Engineer,151700.0,US,0.0,US,M
2023,MI,FT,Data Engineer,143000.0,US,0.0,US,L
2021,EX,FT,Data Analyst,149800.0,GB,50.0,GB,S
2020,SE,FT,Data Scientist,193200.0,US,0.0,US,M
2024,MI,FT,Data Analyst,79900.0,GB,0.0,GB,M
2023,MI,FT,Data Scientist,154400.0,US,0.0,US,M
2021,EN,FT,Business Intelligence Analyst,83800.0,US,100.0,US,M
2023,MI,FT,Analytics Engineer,187400.0,US,100.0,US,M
2024,SE,FT,AI Engineer,244300.0,SG,100.0,SG,M
2020,MI,FL,Business Intelligence Analyst,106800.0,US,0.0,US,M
2021,SE,FT,Data Architect,167200.0,US,100.0,US,M
2022,SE,FT,Data Analyst,113000.0,US,100.0,US,S
2024,MI,FT,Machine Learning Engineer,194800.0,SG,0.0,SG,S
2024,EN,FT,Data Science Manager,154500.0,US,,US,M
2024,MI,FT,AI Engineer,,NL,0.0,NL,M
2022,SE,FT,Data Analyst,117600.0,US,0.0,US,M
2022,MI,FT,Data Engineer,47900.0,US,0.0,BR,M
2024,MI,FT,Data Engineer,149900.0,DE,100.0,DE,M
2023,SE,FT,Data Analyst,36900.0,DE,0.0,BR,M
2024,SE,FT,Data Engineer,261400.0,US,0.0,US,L
2024,MI,FT,Data Engineer,186000.0,US,50.0,US,M
2023,MI,FT,Analytics Engineer,132700.0,US,0.0,US,L
2024,EX,FT,Business Intelligence Analyst,181900.0,CA,0.0,CA,M
2023,SE,FT,Data Engineer,263900.0,US,0.0,US,M
2024,MI,FT,Business Intelligence Analyst,62200.0,FR,0.0,FR,S
2024,SE,FT,Analytics Engineer,240900.0,US,0.0,US,M
2023,EN,FT,Data Science Manager,153600.0,US,100.0,US,L
2024,MI,FL,Business Intelligence Analyst,127300.0,US,0.0,US,L
2024,SE,FT,Data Scientist,183500.0,GB,100.0,GB,M
2022,SE,FT,Machine Learning Engineer,144300.0,FR,100.0,FR,L
2024,MI,FT,Business Intelligence Analyst,111500.0,US,100.0,US,M
2023,EN,FT,Business Intelligence Analyst,54300.0,ES,100.0,ES,
2023,SE,FT,Analytics Engineer,156300.0,DE,0.0,DE,L
2023,SE,FT,Machine Learning Engineer,314600.0,US,100.0,US,L
2024,SE,FT,Data Scientist,219800.0,CA,50.0,US,L
2023,SE,FT,Data Engineer,166900.0,US,,US,M
2022,SE,FT,AI Engineer,249200.0,US,,US,M
2024,MI,FT,AI Engineer,160400.0,AU,100.0,AU,L
2024,EN,FT,Analytics Engineer,85300.0,DE,0.0,DE,M
2024,SE,FT,Data Analyst,190400.0,GB,0.0,US,L
2022,EX,FT,Business Intelligence Analyst,175500.0,GB,100.0,GB,M
2021,SE,FT,Business Intelligence Analyst,134300.0,CA,100.0,CA,L
2024,SE,FT,Data Engineer,248400.0,US,50.0,US,M
2022,EN,FT,Data Engineer,73000.0,US,100.0,US,S
2023,SE,FT,Data Engineer,234700.0,US,50.0,US,M
2023,SE,FT,Data Science Manager,309800.0,US,100.0,US,M
2022,EN,FT,Data Architect,126000.0,US,100.0,US,M
2024,SE,FT,Analytics Engineer,214400.0,US,0.0,US,M
2023,EN,FT,Data Architect,118200.0,US,,US,M
2023,MI,FT,Data Scientist,118100.0,CA,50.0,CA,M
2023,EN,FT,Data Science Manager,141500.0,US,0.0,US,M
